,Itemcode,Item Description,Brand,Pack-size,Vendor ID,Receive Date,PO Number,PO Line #,Ordered Quantity,Order UOM,Received Quantity,Rec. UOM,Weight (LB),Variance (Quantity),Estimate Inventory Cost,Actual Inventory Cost,Variance (Inventory Cost),Estimate Add-on Cost,Actual Add-on Cost,Variance (Add-on Cost),Price per Case ($)
852,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/27/2017,5863,5,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,315.0,315.0,0.0,21.5
853,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/30/2017,5830,1,504,CS,504,CS,0.0,0.0,10836.0,10836.0,0.0,756.0,756.0,0.0,21.5
854,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/01/2017,5904,1,350,CS,350,CS,0.0,0.0,7525.0,7525.0,0.0,525.0,525.0,0.0,21.5
855,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,11/03/2017,5905,1,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,350.0,350.0,0.0,20.0
856,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/06/2017,5925,5,126,CS,126,CS,0.0,0.0,2709.0,2709.0,0.0,92.2,92.2,0.0,21.5
857,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/07/2017,5906,1,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,311.54,311.54,0.0,20.0
858,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/08/2017,5937,1,84,CS,84,CS,0.0,0.0,1806.0,1806.0,0.0,126.0,126.0,0.0,21.5
859,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,11/08/2017,5938,2,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,548.15,548.15,0.0,20.0
860,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/13/2017,5957,1,280,CS,280,CS,0.0,0.0,6020.0,6020.0,0.0,233.33,233.33,0.0,21.5
861,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,11/13/2017,5959,2,105,CS,105,CS,0.0,0.0,2100.0,2100.0,0.0,240.0,240.0,0.0,20.0
862,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,11/14/2017,5958,2,105,CS,105,CS,0.0,0.0,2100.0,2100.0,0.0,240.29,240.29,0.0,20.0
863,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/16/2017,5974,2,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,150.0,150.0,0.0,21.5
864,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,11/17/2017,5962,1,210,CS,210,CS,0.0,0.0,4200.0,4200.0,0.0,540.0,540.0,0.0,20.0
865,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/24/2017,5980,2,175,CS,175,CS,0.0,0.0,3762.5,3762.5,0.0,262.5,262.5,0.0,21.5
866,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/01/2017,6005,2,280,CS,280,CS,0.0,0.0,6020.0,6020.0,0.0,243.48,243.48,0.0,21.5
867,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,12/08/2017,6018,1,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,400.0,400.0,0.0,20.0
868,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/08/2017,6028,1,126,CS,126,CS,0.0,0.0,2898.0,2898.0,0.0,90.0,90.0,0.0,23.0
869,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/17/2017,6039,1,462,CS,462,CS,0.0,0.0,10510.5,10510.5,0.0,693.0,693.0,0.0,22.75
870,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/19/2017,6043,1,245,CS,245,CS,0.0,0.0,5267.5,5267.5,0.0,210.0,210.0,0.0,21.5
989,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/02/2014,13,3,420,CS,455,CS,0.0,8.33,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
990,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/02/2014,17,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,177.8,177.8,0.0,19.25
991,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/03/2014,15,2,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,0.0,0.0,0.0,19.25
992,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/08/2014,2,2,150,CS,150,CS,0.0,0.0,2887.5,2887.5,0.0,0.0,0.0,0.0,19.25
993,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/08/2014,3,4,350,CS,350,CS,0.0,0.0,6737.5,6737.5,0.0,444.5,444.5,0.0,19.25
994,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/13/2014,9,3,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,266.7,266.7,0.0,19.25
995,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/13/2014,4,3,60,CS,60,CS,0.0,0.0,1026.0,1026.0,0.0,130.0,130.0,0.0,17.1
996,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CLA,01/15/2014,8,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,0.0,0.0,0.0,19.25
997,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/15/2014,10,2,455,CS,455,CS,0.0,0.0,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
998,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/17/2014,11,1,60,CS,60,CS,0.0,0.0,1026.0,1026.0,0.0,130.0,130.0,0.0,17.1
999,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/17/2014,20,1,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1000,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/17/2014,21,1,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,0.0,0.0,0.0,19.25
1001,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/20/2014,22,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,266.7,266.7,0.0,19.25
1002,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CLA,01/21/2014,24,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,0.0,0.0,0.0,19.25
1003,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/22/2014,30,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1004,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/24/2014,31,1,420,CS,455,CS,0.0,8.33,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
1005,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/24/2014,33,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,0.0,0.0,0.0,19.25
1006,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/27/2014,35,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,222.25,222.25,0.0,19.25
1007,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CLA,01/28/2014,36,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,0.0,0.0,0.0,19.25
1008,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/31/2014,42,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1009,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,02/03/2014,47,1,75,CS,75,CS,0.0,0.0,1443.75,1443.75,0.0,0.0,0.0,0.0,19.25
1010,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/07/2014,44,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1011,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,02/07/2014,49,1,60,CS,60,CS,0.0,0.0,1026.0,1026.0,0.0,130.0,130.0,0.0,17.1
1012,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/10/2014,54,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1013,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/10/2014,59,1,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1014,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CLA,02/12/2014,57,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1015,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,02/13/2014,58,1,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,0.0,0.0,0.0,19.25
1016,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/15/2014,61,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,266.7,266.7,0.0,19.25
1017,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/17/2014,62,1,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1018,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/18/2014,65,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1019,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CLA,02/18/2014,67,1,31,CS,31,CS,0.0,0.0,596.75,596.75,0.0,0.0,0.0,0.0,19.25
1020,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,02/19/2014,66,1,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,0.0,0.0,0.0,19.25
1021,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,02/21/2014,68,1,60,CS,60,CS,0.0,0.0,1026.0,1026.0,0.0,130.0,130.0,0.0,17.1
1022,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/21/2014,69,1,455,CS,455,CS,0.0,0.0,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
1023,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/24/2014,71,1,315,CS,315,CS,0.0,0.0,6063.75,6063.75,0.0,400.05,400.05,0.0,19.25
1024,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/26/2014,72,1,490,CS,490,CS,0.0,0.0,9432.5,9432.5,0.0,622.3,622.3,0.0,19.25
1025,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/28/2014,77,2,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,0.0,0.0,0.0,19.25
1026,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/03/2014,95,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1027,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/05/2014,88,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1028,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/06/2014,96,1,455,CS,455,CS,0.0,0.0,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
1029,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/07/2014,108,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1030,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,03/10/2014,91,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1031,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/10/2014,97,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1032,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/12/2014,90,2,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1033,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,03/14/2014,98,1,176,CS,176,CS,0.0,0.0,3388.0,3388.0,0.0,223.52,223.52,0.0,19.25
1034,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/17/2014,99,1,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1035,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/17/2014,122,1,35,CS,35,CS,0.0,0.0,673.75,673.75,0.0,0.0,0.0,0.0,19.25
1036,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/18/2014,118,1,85,CS,90,CS,0.0,5.88,1732.5,1732.5,0.0,0.0,0.0,0.0,19.25
1037,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/18/2014,125,1,35,CS,30,CS,0.0,-14.29,577.5,577.5,0.0,0.0,0.0,0.0,19.25
1038,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/19/2014,92,3,35,CS,30,CS,0.0,-14.29,577.5,577.5,0.0,0.0,0.0,0.0,19.25
1039,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/20/2014,119,2,280,CS,280,CS,0.0,0.0,5390.0,5390.0,0.0,0.0,0.0,0.0,19.25
1040,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/24/2014,127,1,495,CS,495,CS,0.0,0.0,9528.75,9528.75,0.0,628.65,628.65,0.0,19.25
1041,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/26/2014,133,1,150,CS,150,CS,0.0,0.0,2887.5,2887.5,0.0,0.0,0.0,0.0,19.25
1042,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/27/2014,134,1,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,0.0,0.0,0.0,19.25
1043,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/28/2014,136,1,525,CS,525,CS,0.0,0.0,10106.25,10106.25,0.0,666.75,666.75,0.0,19.25
1044,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,03/31/2014,145,1,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,0.0,0.0,0.0,19.25
1045,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/03/2014,149,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,0.0,0.0,0.0,19.25
1046,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,04/05/2014,150,1,455,CS,455,CS,0.0,0.0,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
1047,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/08/2014,155,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,0.0,0.0,0.0,19.25
1048,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,04/09/2014,156,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1049,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/11/2014,158,1,180,CS,180,CS,0.0,0.0,3465.0,3465.0,0.0,0.0,0.0,0.0,19.25
1050,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,04/15/2014,157,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1051,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/16/2014,167,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,0.0,0.0,0.0,19.25
1052,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,04/21/2014,171,1,770,CS,770,CS,0.0,0.0,14822.5,14822.5,0.0,977.9,977.9,0.0,19.25
1053,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/21/2014,172,2,270,CS,270,CS,0.0,0.0,5197.5,5197.5,0.0,0.0,0.0,0.0,19.25
1054,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/28/2014,176,2,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1055,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,04/30/2014,182,1,600,CS,600,CS,0.0,0.0,10800.0,10800.0,0.0,1512.0,1512.0,0.0,18.0
1056,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,04/30/2014,183,2,77,CS,77,CS,0.0,0.0,1482.25,1482.25,0.0,0.0,0.0,0.0,19.25
1057,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,05/02/2014,189,1,180,CS,180,CS,0.0,0.0,3465.0,3465.0,0.0,0.0,0.0,0.0,19.25
1058,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,05/06/2014,193,1,665,CS,665,CS,0.0,0.0,11970.0,11970.0,0.0,1732.4,1732.4,0.0,18.0
1059,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,05/07/2014,196,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,0.0,0.0,0.0,19.25
1060,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,05/12/2014,205,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1061,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,CHP,05/16/2014,206,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,19.25
1062,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,12/13/2014,1464,4,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1063,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,12/22/2014,1483,1,60,CS,60,CS,0.0,0.0,1026.0,1026.0,0.0,114.71,114.71,0.0,17.1
1064,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,12/22/2014,1488,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,0.0,0.0,0.0,19.25
1065,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,12/27/2014,1476,2,315,CS,315,CS,0.0,0.0,6063.75,6063.75,0.0,400.05,400.05,0.0,19.25
1066,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/02/2015,1492,3,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,0.0,0.0,0.0,19.25
1067,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/03/2015,1496,2,595,CS,595,CS,0.0,0.0,11453.75,11453.75,0.0,755.65,755.65,0.0,19.25
1068,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/05/2015,1494,1,90,CS,90,CS,0.0,0.0,1539.0,1539.0,0.0,193.5,193.5,0.0,17.1
1069,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/07/2015,1501,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,0.0,0.0,0.0,19.25
1070,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/08/2015,1502,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,222.25,222.25,0.0,19.25
1071,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/09/2015,1499,2,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,27.0,27.0,0.0,17.1
1072,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/09/2015,1503,2,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1073,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/09/2015,1506,1,175,CS,150,CS,0.0,-14.29,2887.5,2887.5,0.0,0.0,0.0,0.0,19.25
1074,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/10/2015,1509,2,105,CS,140,CS,0.0,33.33,2695.0,2695.0,0.0,177.8,177.8,0.0,19.25
1075,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/14/2015,1507,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,0.0,0.0,0.0,19.25
1076,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/14/2015,1511,1,245,CS,245,CS,0.0,0.0,4716.25,4716.25,0.0,311.15,311.15,0.0,19.25
1077,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/14/2015,1513,1,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,0.0,0.0,0.0,19.25
1078,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/16/2015,1512,1,458,CS,458,CS,0.0,0.0,8816.5,8816.5,0.0,581.66,581.66,0.0,19.25
1079,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/16/2015,1518,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,64.5,64.5,0.0,17.1
1080,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/19/2015,1519,2,385,CS,385,CS,0.0,0.0,7411.25,7411.25,0.0,488.95,488.95,0.0,19.25
1081,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/19/2015,1520,2,280,CS,280,CS,0.0,0.0,5390.0,5390.0,0.0,27.42,27.42,0.0,19.25
1082,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/21/2015,1526,1,455,CS,455,CS,0.0,0.0,8758.75,8758.75,0.0,577.85,577.85,0.0,19.25
1083,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/26/2015,1530,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,67.44,67.44,0.0,17.1
1084,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/26/2015,1531,2,35,CS,35,CS,0.0,0.0,673.75,673.75,0.0,3.43,3.43,0.0,19.25
1085,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,01/28/2015,1533,4,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,222.25,222.25,0.0,19.25
1086,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/29/2015,1527,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,23.5,23.5,0.0,19.25
1087,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/30/2015,1537,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,20.56,20.56,0.0,19.25
1088,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,01/30/2015,1541,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,67.44,67.44,0.0,17.1
1089,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,01/31/2015,1536,1,525,CS,525,CS,0.0,0.0,10106.25,10106.25,0.0,666.75,666.75,0.0,19.25
1090,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,02/06/2015,1550,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,69.68,69.68,0.0,17.1
1091,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/08/2015,1551,1,420,CS,420,CS,0.0,0.0,8085.0,8085.0,0.0,533.4,533.4,0.0,19.25
1092,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/13/2015,1560,2,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,15.53,15.53,0.0,19.25
1093,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/13/2015,1557,4,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,18.12,18.12,0.0,19.25
1095,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/16/2015,1561,1,560,CS,560,CS,0.0,0.0,10780.0,10780.0,0.0,711.2,711.2,0.0,19.25
1096,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/17/2015,1560,6,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,20.7,20.7,0.0,19.25
1097,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,02/20/2015,1566,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,64.5,64.5,0.0,17.1
1098,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/25/2015,1571,2,70,CS,70,CS,0.0,0.0,1347.5,1347.5,0.0,88.9,88.9,0.0,19.25
1099,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,ORB,02/25/2015,1574,3,70,CS,70,CS,0.0,0.0,1347.5,1347.5,0.0,0.0,0.0,0.0,19.25
1100,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,02/27/2015,1576,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,64.5,64.5,0.0,17.1
1101,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,02/28/2015,1573,1,490,CS,490,CS,0.0,0.0,9432.5,9432.5,0.0,622.3,622.3,0.0,19.25
1102,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/03/2015,1581,1,210,CS,90,CS,0.0,-57.14,1732.5,1732.5,0.0,9.55,9.55,0.0,19.25
1103,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/04/2015,1581,3,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,12.74,12.74,0.0,19.25
1104,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,03/06/2015,1584,1,30,CS,30,CS,0.0,0.0,513.0,513.0,0.0,64.5,64.5,0.0,17.1
1105,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/06/2015,1585,1,270,CS,270,CS,0.0,0.0,5197.5,5197.5,0.0,28.67,28.67,0.0,19.25
1106,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/07/2015,1586,1,525,CS,525,CS,0.0,0.0,10106.25,10106.25,0.0,666.75,666.75,0.0,19.25
1108,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/13/2015,1599,2,105,CS,105,CS,0.0,0.0,1884.75,1884.75,0.0,268.03,268.03,0.0,17.95
1109,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUL,03/13/2015,1600,2,490,CS,490,CS,0.0,0.0,8795.5,8795.5,0.0,1250.82,1250.82,0.0,17.95
1110,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,LYM,03/13/2015,1602,1,30,CS,30,CS,0.0,0.0,540.0,540.0,0.0,59.26,40.68,-31.35,18.0
1112,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUL,03/18/2015,1608,1,560,CS,560,CS,0.0,0.0,10052.0,10052.0,0.0,1391.2,1391.2,0.0,17.95
1113,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUN,03/23/2015,1616,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,0.0,0.0,0.0,19.25
1115,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUL,03/25/2015,1620,1,350,CS,350,CS,0.0,0.0,6142.5,6142.5,0.0,637.5,637.5,0.0,17.55
1116,APPE12,Apple McIntosh ECO polybag 12/3#,ECO,,SUL,03/25/2015,1627,1,665,CS,665,CS,0.0,0.0,11936.75,11936.75,0.0,1652.05,1652.05,0.0,17.95
