"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"West Springfield School Committee",TATHAM,252,243,96,15,111,107.03571428571429,0.44047619047619047,135.96428571428572,17,1079,1046,180,1226,2305,135.58823529411765,0.5579762769305253,72.11764705882354,0.673771811026713,63.470588235294116,0.4668180905143775,19,88,411,22,0,0,433,521,27.42105263157895,0.11284383799003683,22.789473684210527,0.21291466905501993,4.631578947368421,0.03406467310909267,49.32817337461301,0.31600412123293553,0.5,122,94.57894736842105,0.22476272648835205,0.1689059500959693,0.7888675623800384,0.04222648752399232,0,0,21593.953025558138,"Not Eligible",
"Westborough School Department","ANNIE E. FALES",271,263,31,0,31,30.084870848708487,0.11439114391143912,232.9151291512915,16,1753,305,0,305,2058,128.625,0.48906844106463876,19.0625,0.6336241260885563,109.5625,0.4703966650823828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0625,0,0.25,66,66,0,0,0,0,0,0,0,"Not Eligible",
"Westborough School Department",ARMSTRONG,300,291,33,10,43,41.71,0.14333333333333334,249.29,16,1610,400,116,516,2126,132.875,0.4566151202749141,32.25,0.7731958762886598,100.625,0.40364635565004614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25,0,0.25,73,73,0,0,0,0,0,0,0,"Not Eligible",
"Westborough School Department","GIBBONS MIDDLE SCHOOL",604,587,72,14,86,83.5794701986755,0.1423841059602649,503.4205298013245,16,2524,829,163,992,3516,219.75,0.3743611584327087,62,0.7418089616100788,157.75,0.3133563108009445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0.25,147,147,0,0,0,0,0,0,0,"Not Eligible",
"Westborough School Department","HASTINGS ELEM",284,274,72,22,94,90.69014084507043,0.33098591549295775,183.3098591549296,16,1429,704,194,898,2327,145.4375,0.5307937956204379,56.125,0.6188655070663146,89.3125,0.4872214752208989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.125,0,0.5,137,137,0,0,0,0,0,0,0,"Not Eligible",
"Westborough School Department","MILL POND",951,921,115,21,136,131.7097791798107,0.14300736067297581,789.2902208201892,16,4976,1384,213,1597,6573,410.8125,0.44605048859934854,99.8125,0.7578214816056716,311,0.3940248995823425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8125,0,0.25,230,230,0,0,0,0,0,0,0,"Not Eligible",
"Westborough School Department","WESTBOROUGH HIGH",1138,1086,129,33,162,154.597539543058,0.14235500878734622,931.402460456942,16,4646,1226,195,1421,6067,379.1875,0.3491597605893186,88.8125,0.5744755075824751,290.375,0.311761040289225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8125,0,0.25,272,272,0,0,0,0,0,0,0,"Not Eligible",
"Westfield Public Schools","ABNER GIBBS",227,212,129,23,152,141.95594713656388,0.6696035242290749,70.04405286343612,20,759,1881,357,2238,2997,149.85,0.7068396226415095,111.9,0.7882727159880835,37.95,0.5418018867924529,20,291,0,0,770,80,850,1141,57.05,0.26910377358490567,42.5,0.29938865441906654,14.55,0.20772641509433964,69.4,0.37980339588918677,0.8,170,112.95,0.33558823529411763,0.25503943908851884,0,0,0.6748466257668712,0.07011393514460999,29094.17773882559,Eligible,
"Westfield Public Schools","HIGHLAND ELEMENTARY",384,358,278,21,299,278.7552083333333,0.7786458333333334,79.24479166666666,20,631,4369,349,4718,5349,267.45,0.7470670391061452,235.9,0.8462622148315615,31.55,0.3981334209661519,20,186,0,0,1836,78,1914,2100,105,0.29329608938547486,95.7,0.34331197100203664,9.3,0.1173578705225107,140.2,0.4056803730394235,0.8,286,181,0.36713286713286714,0.08857142857142856,0,0,0.8742857142857143,0.037142857142857144,54381.60514285714,Eligible,
"Westfield Public Schools","PAPER MILL ELEMENTARY",404,376,195,30,225,209.40594059405942,0.556930693069307,166.5940594059406,20,1061,2720,375,3095,4156,207.8,0.5526595744680851,154.75,0.7389952718676123,53.05,0.31843872578152854,20,161,0,0,818,224,1042,1203,60.15,0.15997340425531914,52.1,0.24879905437352245,8.05,0.04832105075478426,102.65,0.33667205169628434,0.5,188,127.85,0.3199468085106383,0.13383208645054032,0,0,0.6799667497921862,0.1862011637572735,37889.76628428927,Eligible,
"Westfield Public Schools","SOUTH MIDDLE",594,549,319,49,368,340.1212121212121,0.6195286195286195,208.87878787878788,20,1129,4376,605,4981,6110,305.5,0.5564663023679417,249.05,0.7322389522451889,56.45,0.27025243000145077,20,116,0,0,1191,61,1252,1368,68.4,0.12459016393442623,62.6,0.1840520313613685,5.8,0.027767300159582186,186.45000000000002,0.25135514956835975,0.8,439,370.6,0.15580865603644647,0.0847953216374269,0,0,0.8706140350877193,0.0445906432748538,111871.46157894738,Eligible,
"Westfield Public Schools","FORT MEADOW SCHOOL",230,212,230,0,230,212,1,0,18,0,63,0,63,63,3.5,0.01650943396226415,3.5,0.01650943396226415,0,0,18,0,0,0,1393,0,1393,1393,77.38888888888889,0.36504192872117397,77.38888888888889,0.36504192872117397,0,0,0,22.11111111111111,0.8,170,92.61111111111111,0.45522875816993463,0,0,0,1,0,29839.300000000003,Enrolled,
"Westfield Public Schools","FRANKLIN AVE",240,220,231,0,231,211.75,0.9625,8.25,20,0,3693,0,3693,3693,184.65,0.8393181818181819,184.65,0.8720188902007084,0,0,20,0,0,0,1834,0,1834,1834,91.7,0.4168181818181818,91.7,0.43305785123966944,0,0,92.95,0.4966152179799621,0.8,176,84.3,0.5210227272727272,0,0,0,1,0,27161.46,Enrolled,
"Westfield Public Schools","RUSSELL ELEMENTARY",158,154,50,7,57,55.55696202531645,0.36075949367088606,98.44303797468355,20,729,757,100,857,1586,79.3,0.5149350649350649,42.85,0.7712804739120529,36.45,0.3702648836312203,20,94,0,0,160,37,197,291,14.55,0.09448051948051948,9.85,0.17729551150603784,4.7,0.047743345763147746,33,0.22987164527421236,0.5,77,62.45,0.18896103896103897,0.3230240549828179,0,0,0.5498281786941581,0.12714776632302405,15139.81144329897,"Near Eligible",
"Westfield Public Schools","SOUTHAMPTON ROAD",418,395,169,26,195,184.27033492822966,0.4665071770334928,210.72966507177034,20,1810,2612,382,2994,4804,240.2,0.6081012658227848,149.7,0.8123933787731256,90.5,0.4294601805074644,20,238,0,0,825,78,903,1141,57.05,0.14443037974683542,45.15,0.24502044790652386,11.9,0.05647045467446217,104.54999999999998,0.3016032064128257,0.5,198,140.95,0.2881313131313131,0.2085889570552147,0,0,0.7230499561787905,0.06836108676599474,38049.162199824714,"Near Eligible",
"Westfield Public Schools","WESTFIELD TECHNICAL ACADEMY",539,503,225,34,259,241.7012987012987,0.4805194805194805,261.2987012987013,20,1340,2567,311,2878,4218,210.9,0.41928429423459246,143.9,0.5953629573907905,67,0.2564115308151093,20,418,0,0,1133,132,1265,1683,84.15,0.16729622266401592,63.25,0.2616866369351459,20.9,0.07998508946322067,80.65,0.43954134815844337,0.5,252,167.85,0.33392857142857146,0.24836601307189543,0,0,0.673202614379085,0.0784313725490196,43611.379411764705,"Near Eligible",
"Westfield Public Schools","MUNGER HILL",388,366,103,9,112,105.64948453608247,0.28865979381443296,260.35051546391753,20,1579,1166,44,1210,2789,139.45,0.3810109289617486,60.5,0.5726483216237315,78.95,0.3032450304902194,20,119,292,11,0,0,303,422,21.1,0.05765027322404372,15.15,0.14339871194379392,5.95,0.022853805337768273,45.35,0.25041322314049586,0.25,92,70.9,0.22934782608695653,0.28199052132701424,0.6919431279620853,0.026066350710900472,0,0,14466.120142180098,"Not Eligible",
"Westfield Public Schools","NORTH MIDDLE",665,633,193,37,230,218.9323308270677,0.3458646616541353,414.06766917293237,20,2252,2247,371,2618,4870,243.5,0.38467614533965244,130.9,0.5979016415962635,112.6,0.27193622777868565,20,75,0,0,519,52,571,646,32.3,0.05102685624012638,28.55,0.13040559104334087,3.75,0.009056490711989976,102.35000000000001,0.21810542398777694,0.5,317,284.7,0.10189274447949526,0.11609907120743033,0,0,0.8034055727554179,0.0804953560371517,84102.93613003095,"Not Eligible",
"Westfield Public Schools","ST. MARY'S SCHOOL",187,181,23,4,27,26.13368983957219,0.1443850267379679,154.86631016042782,20,714,171,17,188,902,45.1,0.24917127071823206,9.4,0.35968897073869455,35.7,0.230521408839779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0.25,45,45,0,0,0,0,0,0,0,"Not Eligible",
"Westfield Public Schools","WESTFIELD HIGH",1232,1129,370,56,426,390.3847402597403,0.3457792207792208,738.6152597402597,20,1951,3632,488,4120,6071,303.55,0.2688662533215235,206,0.527684560269797,97.55,0.1320714657781431,20,146,0,0,1348,74,1422,1568,78.4,0.06944198405668733,71.1,0.18212802055913868,7.3,0.009883359304771345,134.9,0.34514563106796114,0.5,565,486.6,0.13876106194690266,0.09311224489795919,0,0,0.8596938775510204,0.047193877551020405,145870.8873979592,"Not Eligible",
"Westford Public Schools","ABBOT ELEMENTARY",367,354,26,7,33,31.83106267029973,0.08991825613079019,322.16893732970027,15,2364,361,81,442,2806,187.06666666666666,0.528436911487759,29.466666666666665,0.925720481652685,157.6,0.48918434317805065,15,26,14,4,0,0,18,44,2.933333333333333,0.008286252354048963,1.2,0.0376990241397021,1.7333333333333334,0.005380200051873654,28.266666666666666,0.04072398190045249,0.25,89,86.06666666666666,0.03295880149812734,0.5909090909090909,0.3181818181818182,0.09090909090909091,0,0,12358.39090909091,"Not Eligible",
"Westford Public Schools","BLANCHARD MIDDLE SCHOOL",590,576,30,5,35,34.16949152542373,0.059322033898305086,541.8305084745763,16,4020,359,69,428,4448,278,0.4826388888888889,26.75,0.7828621031746031,251.25,0.4637058933933934,16,17,22,0,0,0,22,39,2.4375,0.004231770833333333,1.375,0.04024057539682539,1.0625,0.00196094532032032,25.375,0.0514018691588785,0.25,144,141.5625,0.016927083333333332,0.4358974358974359,0.5641025641025641,0,0,0,24174.51923076923,"Not Eligible",
"Westford Public Schools","JOHN A. CRISAFULLI SCHOOL",342,329,17,3,20,19.239766081871345,0.05847953216374269,309.7602339181287,15,2232,195,28,223,2455,163.66666666666666,0.497467071935157,14.866666666666667,0.7727051671732523,148.8,0.48037153806943683,15,123,2,0,0,0,2,125,8.333333333333334,0.025329280648429587,0.13333333333333333,0.006930091185410334,8.2,0.026472087447374875,14.733333333333334,0.008968609865470852,0.25,82,73.66666666666667,0.10162601626016261,0.984,0.016,0,0,0,4221.984,"Not Eligible",
"Westford Public Schools","NABNASSET ELEMENTARY SCHOOL",305,296,22,5,27,26.20327868852459,0.08852459016393442,269.79672131147544,15,1558,251,29,280,1838,122.53333333333333,0.41396396396396395,18.666666666666668,0.7123790457123791,103.86666666666666,0.3849812042258085,15,159,17,0,0,0,17,176,11.733333333333333,0.03963963963963964,1.1333333333333333,0.04325158491825158,10.6,0.03928883919891114,17.533333333333335,0.06071428571428571,0.25,74,62.266666666666666,0.15855855855855855,0.9034090909090909,0.09659090909090909,0,0,0,4607.379545454545,"Not Eligible",
"Westford Public Schools","NORMAN E. DAY ELEMENTARY",359,338,24,8,32,30.128133704735376,0.08913649025069638,307.8718662952646,15,2235,297,102,399,2634,175.6,0.5195266272189349,26.6,0.8828957100591717,149,0.48396757324068546,15,30,2,0,0,0,2,32,2.1333333333333333,0.00631163708086785,0.13333333333333333,0.004425542406311637,2,0.006496209036787724,26.46666666666667,0.005012531328320802,0.25,85,82.86666666666666,0.025098039215686273,0.9375,0.0625,0,0,0,5546.8875,"Not Eligible",
"Westford Public Schools","RITA MILLER ELEMENTARY SCHOOL",298,285,21,7,28,26.778523489932887,0.09395973154362416,258.22147651006713,15,1819,212,82,294,2113,140.86666666666667,0.49426900584795325,19.6,0.7319298245614035,121.26666666666667,0.4696226987221139,15,86,8,13,0,0,21,107,7.133333333333334,0.025029239766081873,1.4,0.05228070175438596,5.733333333333333,0.022203162226554038,18.200000000000003,0.07142857142857142,0.25,71,63.86666666666667,0.10046948356807513,0.8037383177570093,0.07476635514018691,0.12149532710280374,0,0,6462.471028037383,"Not Eligible",
"Westford Public Schools","ROBINSON ELEMENTARY SCHOOL",287,258,18,4,22,19.77700348432056,0.07665505226480836,238.22299651567945,15,1613,132,52,184,1797,119.8,0.46434108527131784,12.266666666666667,0.6202490016443505,107.53333333333333,0.4513977865535566,15,110,8,2,0,0,10,120,8,0.031007751937984496,0.6666666666666666,0.033709184871975564,7.333333333333333,0.03078348203403052,11.600000000000001,0.05434782608695651,0.25,65,57,0.12307692307692308,0.9166666666666666,0.06666666666666667,0.016666666666666666,0,0,4112.55,"Not Eligible",
"Westford Public Schools","STONY BROOK MIDDLE SCHOOL",650,629,42,3,45,43.54615384615385,0.06923076923076923,585.4538461538461,16,3892,482,43,525,4417,276.0625,0.43889109697933226,32.8125,0.7535108638049814,243.25,0.41548962671957324,16,3,14,0,0,0,14,17,1.0625,0.0016891891891891893,0.875,0.020093623034799505,0.1875,0.0003202643576975128,31.9375,0.02666666666666667,0.25,157,155.9375,0.006767515923566879,0.17647058823529413,0.8235294117647058,0,0,0,35003.382352941175,"Not Eligible",
"Westford Public Schools","WESTFORD ACADEMY",1716,1625,72,28,100,94.6969696969697,0.05827505827505827,1530.3030303030305,16,8445,639,194,833,9278,579.875,0.35684615384615387,52.0625,0.5497799999999999,527.8125,0.34490717821782174,16,537,21,12,0,0,33,570,35.625,0.021923076923076924,2.0625,0.021779999999999997,33.5625,0.021931930693069306,50,0.03961584633853541,0.25,406,370.375,0.08774630541871921,0.9421052631578948,0.03684210526315789,0.021052631578947368,0,0,24859.95986842105,"Not Eligible",
"Westhampton School Department","WESTHAMPTON ELEMENTARY SCHOOL",122,116,18,2,20,19.01639344262295,0.16393442622950818,96.98360655737704,18,601,125,12,137,738,41,0.35344827586206895,7.611111111111111,0.40023946360153256,33.388888888888886,0.3442735331680565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611111111111111,0,0.25,29,29,0,0,0,0,0,0,0,"Not Eligible",
"Weston Public Schools",COUNTRY,304,291,19,3,22,21.05921052631579,0.07236842105263158,269.9407894736842,17,2447,231,36,267,2714,159.64705882352942,0.5486153224176269,15.705882352941176,0.7457963504052042,143.94117647058823,0.5332324053405818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.705882352941176,0,0.25,73,73,0,0,0,0,0,0,0,"Not Eligible",
"Weston Public Schools","FIELD SCHOOL",329,318,24,6,30,28.996960486322187,0.0911854103343465,289.0030395136778,17,2829,290,74,364,3193,187.8235294117647,0.5906400295967443,21.41176470588235,0.7384141077814773,166.41176470588235,0.5758131990096474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.41176470588235,0,0.25,80,80,0,0,0,0,0,0,0,"Not Eligible",
"Weston Public Schools","WESTON HIGH",695,666,36,16,52,49.83021582733813,0.07482014388489208,616.1697841726618,18,3762,399,168,567,4329,240.5,0.3611111111111111,31.5,0.6321465696465697,209,0.33919222488429335,18,72,153,60,0,0,213,285,15.833333333333334,0.023773773773773776,11.833333333333334,0.23747304997305,4,0.0064917172226659015,19.666666666666664,0.3756613756613757,0.25,167,151.16666666666666,0.09481037924151697,0.25263157894736843,0.5368421052631579,0.21052631578947367,0,0,33267.80526315789,"Not Eligible",
"Weston Public Schools","WESTON MIDDLE",485,466,19,4,23,22.098969072164948,0.04742268041237113,443.90103092783505,18,2706,218,54,272,2978,165.44444444444446,0.35503099666189797,15.11111111111111,0.6837925815346976,150.33333333333334,0.33866407793446424,18,21,22,3,0,0,25,46,2.5555555555555554,0.005484024797329518,1.3888888888888888,0.062848582861645,1.1666666666666667,0.0026282134651233365,13.722222222222221,0.09191176470588235,0.25,117,114.44444444444444,0.021842355175688506,0.45652173913043476,0.4782608695652174,0.06521739130434782,0,0,19458.04347826087,"Not Eligible",
"Weston Public Schools",WOODLAND,295,284,13,3,16,15.403389830508475,0.05423728813559322,268.59661016949156,17,2585,174,35,209,2794,164.35294117647058,0.5787075393537696,12.294117647058824,0.7981436412593207,152.05882352941177,0.566123390140548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.294117647058824,0,0.25,71,71,0,0,0,0,0,0,0,"Not Eligible",
"Westport Community School District","ALICE MACOMBER PRIMARY SCHOOL",335,318,117,26,143,135.74328358208956,0.42686567164179107,182.25671641791047,17,1390,1282,234,1516,2906,170.94117647058823,0.5375508694043655,89.17647058823529,0.6569494138861508,81.76470588235294,0.44862382846220245,17,222,0,0,478,76,554,776,45.64705882352941,0.14354421013688495,32.588235294117645,0.2400725430692134,13.058823529411764,0.07165071217166111,56.588235294117645,0.3654353562005277,0.5,159,113.35294117647058,0.2870884202737699,0.2860824742268041,0,0,0.615979381443299,0.0979381443298969,28424.535445724676,"Near Eligible",
"Westport Community School District","WESTPORT ELEMENTARY SCHOOL",503,477,135,44,179,169.74751491053678,0.3558648111332008,307.2524850894632,17,2489,1683,425,2108,4597,270.4117647058824,0.5669009742261685,124,0.7304967030907792,146.41176470588235,0.4765193832793619,17,241,301,65,0,0,366,607,35.705882352941174,0.07485509927241336,21.529411764705884,0.1268319702709797,14.176470588235293,0.046139482270119006,102.47058823529412,0.17362428842504746,0.5,239,203.29411764705884,0.1493969972926409,0.3970345963756178,0.4958813838550247,0.1070840197693575,0,0,37527.357302064156,"Not Eligible",
"Westport Community School District","WESTPORT HIGH SCHOOL",553,522,148,48,196,185.0126582278481,0.35443037974683544,336.9873417721519,17,2645,1640,489,2129,4774,280.8235294117647,0.5379761099842235,125.23529411764706,0.6769012202582182,155.58823529411765,0.4617035004220304,17,41,0,0,345,69,414,455,26.764705882352942,0.051273382916384946,24.352941176470587,0.13162851347435525,2.411764705882353,0.007156840649263987,100.88235294117646,0.1944574917801785,0.5,261,234.23529411764707,0.10254676583276989,0.09010989010989011,0,0,0.7582417582417582,0.15164835164835164,71727.89212669682,"Not Eligible",
"Westwood Public Schools","DEERFIELD ELEMENTARY SCHOOL",206,198,4,1,5,4.805825242718447,0.024271844660194174,193.19417475728156,18,1565,16,15,31,1596,88.66666666666667,0.4478114478114478,1.7222222222222223,0.35836139169472503,86.94444444444444,0.45003657358549565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7222222222222223,0,0.25,50,50,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","DOWNEY ELEMENTARY SCHOOL",257,250,28,6,34,33.07392996108949,0.13229571984435798,216.9260700389105,18,1701,277,45,322,2023,112.38888888888889,0.44955555555555554,17.88888888888889,0.5408758169934641,94.5,0.4356322869955157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88888888888889,0,0.25,63,63,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","E.W.THURSTON MIDDLE SCHOOL",793,769,41,16,57,55.27490542244641,0.07187894073139975,713.7250945775536,18,3630,428,154,582,4212,234,0.30429128738621586,32.333333333333336,0.5849550186693435,201.66666666666666,0.28255510167543013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.333333333333336,0,0.25,192,192,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","MARTHA JONES ELEMNTARY",298,290,11,0,11,10.704697986577182,0.03691275167785235,279.2953020134228,18,2036,103,0,103,2139,118.83333333333333,0.40977011494252874,5.722222222222222,0.5345524207593173,113.11111111111111,0.4049875178554741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.722222222222222,0,0.25,73,73,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","PAUL HANLON ELEMENTARY",221,216,11,1,12,11.728506787330316,0.05429864253393665,204.27149321266967,18,1539,125,10,135,1674,93,0.4305555555555556,7.5,0.6394675925925927,85.5,0.4185606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0.25,54,54,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","WESTWOOD HIGH",1070,1026,49,19,68,65.203738317757,0.06355140186915888,960.796261682243,18,5611,405,129,534,6145,341.3888888888889,0.33273770846870265,29.666666666666668,0.4549841379046746,311.72222222222223,0.32444154359680033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.666666666666668,0,0.25,257,257,0,0,0,0,0,0,0,"Not Eligible",
"Westwood Public Schools","WILLIAM E. SHEEHAN ELEM",320,313,16,0,16,15.65,0.05,297.35,18,2254,145,0,145,2399,133.27777777777777,0.4258075967341143,8.055555555555555,0.5147319843805467,125.22222222222223,0.4211273658053547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.055555555555555,0,0.25,78,78,0,0,0,0,0,0,0,"Not Eligible",
"Weymouth Public Schools","CHAPMAN MIDDLE SCHOOL",1301,1249,310,65,375,360.01152959262106,0.28823981552651806,888.9884704073789,17,2197,2365,419,2784,4981,293,0.2345876701361089,163.76470588235293,0.45488739226675456,129.23529411764707,0.14537341981322321,17,84,0,0,452,19,471,555,32.64705882352941,0.026138557905147648,27.705882352941178,0.07695831959685395,4.9411764705882355,0.00555820084857112,136.05882352941174,0.16918103448275865,0.25,312,279.3529411764706,0.10463800904977376,0.15135135135135136,0,0,0.8144144144144144,0.03423423423423423,79184.32769475359,Eligible,
"Weymouth Public Schools","SOUTH SHORE COLLABORATIVE",348,339,121,22,143,139.30172413793105,0.4109195402298851,199.69827586206895,17,391,844,158,1002,1393,81.94117647058823,0.24171438486899183,58.94117647058823,0.42311878647120704,23,0.11517375350744659,17,667,0,0,752,159,911,1578,92.82352941176471,0.273815720978657,53.588235294117645,0.38469183081364233,39.23529411764706,0.19647287363035004,5.352941176470587,0.909181636726547,0.5,170,77.17647058823529,0.5460207612456748,0.42268694550063374,0,0,0.47655259822560203,0.10076045627376426,16537.098277790203,Eligible,
"Weymouth Public Schools","WILLIAM SEACH",485,466,199,24,223,214.2639175257732,0.45979381443298967,251.7360824742268,17,433,2080,208,2288,2721,160.05882352941177,0.3434738702347892,134.58823529411765,0.628142324887383,25.470588235294116,0.1011797275342991,17,2215,0,0,2883,384,3267,5482,322.47058823529414,0.6919969704620046,192.1764705882353,0.896914761978619,130.2941176470588,0.517582208980306,0,1.4278846153846154,0.5,233,0,1,0.4040496169281284,0,0,0.5259029551258665,0.0700474279460051,0,Eligible,
"Weymouth Public Schools","LAWRENCE W. PINGREE",266,256,56,13,69,66.40601503759399,0.2593984962406015,189.593984962406,17,474,497,79,576,1050,61.76470588235294,0.24126838235294118,33.88235294117647,0.510230179028133,27.88235294117647,0.14706348910122424,17,1997,0,0,816,176,992,2989,175.8235294117647,0.6868106617647058,58.35294117647059,0.8787297527706734,117.47058823529412,0.6195902694834279,0,1.722222222222222,0.25,64,0,1,0.6681164268986283,0,0,0.2730010036801606,0.05888256942121111,0,"Near Eligible",
"Weymouth Public Schools","MURPHY SCHOOL",289,278,79,12,91,87.5363321799308,0.314878892733564,190.4636678200692,17,728,734,54,788,1516,89.17647058823529,0.32077867118070247,46.35294117647059,0.5295280259309036,42.8235294117647,0.22483831116924644,17,13,0,0,197,0,197,210,12.352941176470589,0.04443504020313161,11.588235294117647,0.1323820064827259,0.7647058823529411,0.004014969842307972,34.76470588235294,0.25,0.5,139,126.6470588235294,0.08887008040626322,0.06190476190476191,0,0,0.9380952380952381,0,38702.9793277311,"Near Eligible",
"Weymouth Public Schools","RALPH TALBOT",341,328,79,6,85,81.75953079178886,0.24926686217008798,246.24046920821115,17,976,907,44,951,1927,113.3529411764706,0.34558823529411764,55.94117647058823,0.6842159675922018,57.411764705882355,0.23315324605451937,17,120,0,0,194,5,199,319,18.764705882352942,0.05720946915351507,11.705882352941176,0.14317452949616,7.0588235294117645,0.02866638271162123,44.23529411764706,0.2092534174553102,0.25,82,63.23529411764706,0.22883787661406027,0.3761755485893417,0,0,0.6081504702194357,0.01567398119122257,14048.107136271437,"Near Eligible",
"Weymouth Public Schools","ACADEMY AVENUE",382,367,94,21,115,110.48429319371728,0.3010471204188482,256.5157068062827,17,1051,917,159,1076,2127,125.11764705882354,0.3409200192338516,63.294117647058826,0.5728788755165614,61.8235294117647,0.24101264667762828,17,141,0,0,344,74,418,559,32.88235294117647,0.08959769193781054,24.58823529411765,0.22254960034007681,8.294117647058824,0.032333761352564785,38.705882352941174,0.3884758364312268,0.5,184,151.11764705882354,0.17870843989769822,0.2522361359570662,0,0,0.6153846153846154,0.13237924865831843,39547.299000315696,"Not Eligible",
"Weymouth Public Schools","ADAMS MIDDLE SCHOOL",1328,1275,361,53,414,397.4774096385542,0.3117469879518072,877.5225903614457,17,3309,3948,499,4447,7756,456.2352941176471,0.3578316032295271,261.5882352941176,0.6581210125425561,194.64705882352942,0.2218142996676081,17,301,0,0,1255,42,1297,1598,94,0.07372549019607844,76.29411764705883,0.19194579565273112,17.705882352941178,0.020177124267135096,185.29411764705878,0.29165729705419385,0.5,638,544,0.14733542319749215,0.188360450563204,0,0,0.7853566958698373,0.026282853566958697,148566.94468085104,"Not Eligible",
"Weymouth Public Schools","HAMILTON ELEMENTARY",473,455,76,17,93,89.46088794926004,0.19661733615221988,365.53911205073996,17,1209,705,112,817,2026,119.17647058823529,0.2619263089851325,48.05882352941177,0.5372048571289558,71.11764705882354,0.19455550641309158,17,180,0,0,155,9,164,344,20.235294117647058,0.04447317388493859,9.647058823529411,0.10783549151670593,10.588235294117647,0.028966080359269213,38.411764705882355,0.20073439412484698,0.25,114,93.76470588235294,0.17750257997936017,0.5232558139534884,0,0,0.45058139534883723,0.02616279069767442,17184.78098495212,"Not Eligible",
"Weymouth Public Schools","JOHNSON EARLY CHILDHOOD SCH.",50,45,5,0,5,4.5,0.1,40.5,17,9,20,0,20,29,1.7058823529411764,0.03790849673202614,1.1764705882352942,0.26143790849673204,0.5294117647058824,0.013071895424836602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1764705882352942,0,0.25,11,11,0,0,0,0,0,0,0,"Not Eligible",
"Weymouth Public Schools","NASH SCHOOL",243,234,54,7,61,58.74074074074074,0.25102880658436216,175.25925925925924,17,609,481,55,536,1145,67.3529411764706,0.28783308195072904,31.529411764705884,0.5367554335731771,35.8235294117647,0.20440306300034808,17,66,0,0,110,3,113,179,10.529411764705882,0.04499748617395676,6.647058823529412,0.11315926118240487,3.8823529411764706,0.022152056088707676,24.88235294117647,0.21082089552238806,0.25,59,48.470588235294116,0.17846460618145563,0.3687150837988827,0,0,0.6145251396648045,0.01675977653631285,10867.864081498521,"Not Eligible",
"Weymouth Public Schools",WESSAGUSSET,371,357,74,15,89,85.64150943396227,0.2398921832884097,271.35849056603774,17,731,598,124,722,1453,85.47058823529412,0.23941341242379305,42.470588235294116,0.4959112528025089,43,0.1584619663468224,17,22,0,0,133,28,161,183,10.764705882352942,0.030153237765694514,9.470588235294118,0.11058408822881433,1.2941176470588236,0.004769033186908472,33,0.22299168975069253,0.25,89,78.23529411764706,0.12095175148711171,0.12021857923497267,0,0,0.726775956284153,0.15300546448087432,23331.3037608486,"Not Eligible",
